,Sentences_from,Sentences_to,Translated_sentences,BLEU
10,"W trakcie sezonu Anthony zaliczył pięć rzutów które w ostatnich 5 sekundach meczu dawały jego drużynie zwycięstwo, w Houston w dniu 8 stycznia 2006 r., u siebie w meczu z Phoenix Suns 10 stycznia, z Minnesotą 24 lutego, z Indiana Pacers 15 marca oraz z Los Angeles Lakers 6 kwietnia.","During the season, Anthony made five game-winning shots in the last five seconds: at Houston on January 8, 2006; at home versus Phoenix on January 10; at Minnesota on February 24; at Indiana on March 15; at home versus the Los Angeles Lakers on April 6.","over the course of the season, anthony scored five shots that gave his team a victory in the last five seconds of the match, in houston on january 8, 2006, at home against the phoenix suns on january 10, minnesota on february 24, indiana pacers on march 15, and los angeles lakers on april 6.",0.362
11,"""Warszawa 1930""=== Utwory nieukończone ===* Czantoria (i inne pisma społeczne).","""Warszawa 1930""===Unfinished===* Czantoria (i inne pisma społeczne).",&quot;warszawa 1930&quot; === unfinished works === * czantoria (and other social magazines).,0.0
12,Trzecia grupa włączyła się w aktywną opozycję.,A third group joined the active opposition.,the third group joined the active opposition.,0.809
13,"""The Kaiser's Secret Negotiations with the Tsar, 1904-1905"".","""The Kaiser's Secret Negotiations with the Tsar, 1904-1905"".","""the kaiser's secret negotiations with the tsar, 1904-1905"".",1.0
14,)* 1977: Hymn of the French Socialist Party* 1978: Hymn for Malta * 1982: Hymn of P.L.O.,)*1977: Hymn of the French Socialist Party*1978: Hymn for Malta*1982: Hymn of P.L.O.,)* 1977: hymn of the french socialist party* 1978: hymn for malta * 1982: hymn of p.l.o.,0.452
15,== Poza YouTube ==Sukces na YouTube zaowocował w oferty międzynarodowych kompanii takich jak Chevrolet i MTV.,==Beyond YouTube==The YouTube success has resulted in offers from international companies like Chevrolet and MTV.,== beyond youtube == success on youtube resulted in offers from international companies such as chevrolet and mtv.,0.428
16,"U Jana 8,10a zawiera: Ιησους ειδεν αυτην και zamiast: Ιησους και μηδενα θεασαμενος πλην της γυναικος; niektóre rękopisy mają jedynie: Ιησους.","In John 8:10a it reads Ιησους ειδεν αυτην και against reading: Ιησους και μηδενα θεασαμενος πλην της γυναικος, and reading: Ιησους.","u jana 8,10a zawiera: ιησους είδεν αυτη και zamiast: ιησους και μηδενα θεασαμενος πλην της γυναικος; niektóre rękopisy mają jedynie: ιησους.",0.31
17,"ex A.12 lipca 1876 w Jersey City, New Jersey, zm.26 sierpnia 1676 w Houghton Hall, Norfolk, zm.","(s.l.He was born in Jersey City, New Jersey and died in New York City.==Early life==Walpole was born in Houghton Hall, Norfolk, in 1676.","ex a july 12, 1876 in jersey city, new jersey - died august 26, 1676 at houghton hall, norfolk, d.",0.218
18,"rej.AJ-Press.Wersja Memory Stick Duo oraz Memory Stick PRO Duo to wersje kart pamięci, w których wielkość karty zredukowano o połowę.",Prototype.1. pp.=== Memory Stick ===The original Memory Stick is approximately the size and thickness of a stick of chewing gum.,aj-press reg. the memory stick duo and memory stick pro duo versions are versions of memory cards in which the size of the card has been reduced by half.,0.0
19,"Projekt tworzą M. C. (Martin) Schmidt i Drew Daniel, ale współpracują też z innymi artystami, zwłaszcza z J Lesserem.== Lista systemów operacyjnych wykorzystujących nakładkę ==* Windows 2000 Limited Edition (wersja ia64 dla procesorów Itanium)* Microsoft Windows XP Professional x64 Edition* Windows Server 2003 (amd64, ia64)* Windows Vista (amd64)* Windows Server 2008 (amd64, ia64)* Windows 7 (amd64)* Windows 8/8.1 (amd64)Deel 1.","M. C. (Martin) Schmidt and Drew Daniel, Ph.D. are the core members, but they frequently include other artists on their records and in their performances, including notably J Lesser.WoW64 (Windows 32-bit on Windows 64-bit) is a subsystem of the Windows operating system capable of running 32-bit applications and is included on all 64-bit versions of Windows—including Windows XP Professional x64 Edition, IA-64 and x64 versions of Windows Server 2003, as well as 64-bit versions of Windows Vista, Windows Server 2008, Windows 7, Windows 8 and Windows 8.1.Th.J.G.","the project is created by mc (martin) schmidt and drew daniel, but they also cooperate with other artists, especially j lesser. == list of operating systems using the overlay == * windows 2000 limited edition (ia64 version for itanium) * microsoft windows xp professional x64 edition * windows server 2003 (amd64, ia64) * windows vista (amd64) * windows server 2008 (amd64, ia64) * windows 7 (amd64) * windows 8 / 8.1 (amd64) deel 1.",0.138
20,"Ozzy – 5:57#* Pierwotnie wydany na ""Black Sabbath"".",""" — Primus with Ozzy - 5:57#* Originally released on ""Black Sabbath"".",ozzy - 5:57 # * originally released on &quot;black sabbath&quot;.,0.393
21,Ang.Grał kolejno w następujących klubach: 1.q.e.d.Siljan – jezioro i krater uderzeniowy w Szwecji.,"W. A.Following this he transferred to 1.Q.E.D.Siljan, in Dalarna in central Sweden, is Sweden's sixth largest lake.",ang. played consecutively for the following clubs: 1.qedsiljan - a lake and an impact crater in sweden.,0.0
22,"Jako łowcy ptaki zachowują się zupełnie inaczej niż ssaki, polegając na precyzji swojego wzroku w poszukiwaniu ofiary, dlatego zazwyczaj (z wyjątkiem sów) polują one w ciągu dnia.","As hunters, birds behave very differently from mammals, relying on their powerful vision to find prey, and thus they usually (with the exception of owls) hunt by day.","as hunters, birds behave quite differently from mammals, relying on the precision of their eyesight to search for prey, which is why they usually (with the exception of owls) hunt during the day.",0.401
23,"Na każde 100 kobiet przypada 91,00 mężczyzn.",For every 100 females there were 91.00 males.,"for every 100 females, there are 91.00 males.",0.595
24,"Obszar przyciągnął także wielu biednych ludzi, którzy stali się rolnikami na własne potrzeby.","The area also drew many poor, disfranchised people who became subsistence farmers.",the area also attracted many poor people who became subsistence farmers.,0.466
25,"Zbudowana i uruchomiona na orbicie Jowisza sonda o parametrach podobnych do tych z pierwotnego Projektu Dedal, mogłaby dolecieć do Gwiazdy Barnarda w ciągu 47 lat.","Built and launched in Jovian orbit, it would reach Barnard's Star in 47 years under parameters similar to those of the original Project Daedalus.","built and launched in the orbit of jupiter, a probe with parameters similar to those in the original daedalus project could reach barnard&#39;s star in 47 years.",0.3
26,"Poza tym kompozytor prowadzi warsztaty mistrzowskie na uniwersytecie w Paryżu i w Royal College of Music w Londynie.Największe sukcesy odnosił w Palmeiras i Corinthians.W międzyczasie Eide wraz z Yusufem ""Vicotnikiem"" Parvezem założył zespół Ved Buens Ende, w którym występował z przerwami do jego rozwiązania w 2007 roku.Prędkość maksymalna z dwiema osobami na pokładzie jest szacowana na ""nie mniej niż 190 km/h (118 mph)"".Fallen Angel – dwunasty album brytyjskiej rockowej grupy Uriah Heep wydany w 1978.","Desplat has also given Master Classes at La Sorbonne in Paris and the Royal College of Music in London.He played as a forward, mainly in the past with SE Palmeiras and Corinthians.He has gone back to playing guitar and was writing music for the re-grouped Ved Buens Ende, before the band once again split up in early 2007.The top speed with two persons is listed as ""not less than 190 km/h (118 mph)"".Fallen Angel is the 12th album released by British rock band Uriah Heep in 1978.","in addition, the composer conducts masterclasses at the university of paris and the royal college of music in london. he was most successful at palmeiras and corinthians. in the meantime, eide founded the ved buens ende ensemble with yusuf &quot;vicotnik&quot; parvez, in which he performed with breaks until its dissolution in 2007. top speed with two people on board is estimated at &quot;not less than 190 km / h (118 mph).&quot; fallen angel - the twelfth album of the british rock group uriah heep released in 1978.",0.172
27,Po przejęciu firmy ATI Technologies AMD przejęło również dział odpowiedzialny za projektowanie i produkcję chipsetów z serii Radeon Xpress.,"As the company completed the acquisition of ATI Technologies in 2006, the firm gained the ATI design team for chipsets which previously designed the Radeon Xpress 200 and the Radeon Xpress 3200 chipsets.","following the acquisition of ati technologies, amd also took over the department responsible for the design and production of the radeon xpress series chipsets.",0.162
28,"W 1759 poślubił Mariannę Strzemeską, która zmarła w 1770.","He married Marianna Strzemeska in 1759, but she died in 1770 without children.","in 1759 he married marianna strzemeska, who died in 1770.",0.312
29,"* W 2009 Mattel współpracowało z NeuroSky by wypuścić grę Mindflex, która używała EEG do kierowania piłką przez tor przeszkód.","* In 2009 Mattel partnered with NeuroSky to release the Mindflex, a game that used an EEG to steer a ball through an obstacle course.","* in 2009, mattel collaborated with neurosky to release the game mindflex, which used an eeg to steer the ball through an obstacle course.",0.507
30,"Często dochodzi do rozbieżności pomiędzy Housem a jego zespołem, zwłaszcza dr Allison Cameron, która odznacza się bardziej konserwatywnymi standardami etyki medycznej niż pozostałe postaci.","There are frequent disagreements between House and his team, especially Dr. Allison Cameron, whose standards of medical ethics are more conservative than those of the other characters.","there is often a disagreement between house and his team, especially dr. allison cameron, who has more conservative standards of medical ethics than the rest of the characters.",0.428
31,"W 1986 Buddy Holly został wprowadzony do ""Rock and Roll Hall of Fame"".Pierwsza lokomotywa z wczesną formą przegrzewacza pruskiej serii S 4 została zbudowana w 1898 roku, a produkowana seryjnie od 1902.","""Hey Buddy: In Pursuit of Buddy Holly, My New Buddy John, and My Lost Decade of Music"".The first superheated locomotive Prussian S 4 series, with an early form of superheater, was built in 1898, and produced in series from 1902.","in 1986, buddy holly was inducted into the rock and roll hall of fame. the first prussian s 4 series superheater locomotive was built in 1898 and mass-produced from 1902.",0.185
32,"Ludność miasta wynosi ponad 20 tys.Najdłuższa linia tramwajowa w Polsce to 46 z łódzkiej pętli Zdrowie do Ozorkowa o długości ok. 30 km.5 października 1952 roku w Monachium jako Harold Faltermeier) – niemiecki muzyk, kompozytor i producent.nauk.Składa się głównie z piroksenów (omfacyt) i granatów (pirop).Najbardziej popularnym zbiorem takich cech - imion jest Lalita-Sahasra-Nama, tysiąc imion Bogini Śri Lalita Dewi.Młodzi gniewni (ang.Początkowo ligę tworzyło pięć zespołów: Hallelujah, Daewoo, POSCO, Yukong Elephants i Kookmin Bank FC.Obecnie jest budowana linia tramwajowa do Fordonu o długości 9,5 km.","The town's population is 20,618.The longest of these, and in fact the longest of all of Poland, is number 46, which has a length of 38 km.Harold Faltermeyer (born Harald Faltermeier; 5 October 1952) is a German musician, keyboardist, composer and record producer.1844.To get a basalt from melting an eclogite (i.e.*Joshi, L. M., ""Lalita Sahasranama: A Comprehensive Study of the One Thousand Names of Lalita Maha-tripurasundari.Tambourine Man'...The initial five clubs were Hallelujah FC, Yukong Elephants, POSCO Dolphins, Daewoo Royals, Kookmin Bank FC.There are 9 lines with a total length of 63,5 km.","the population of the city is over 20,000 the longest tram line in poland is 46 from the łódz terminus zdrowie to ozorków with a length of about 30 km. 5 october 1952 in munich as harold faltermeier) - german musician, composer and producer of sciences. of pyroxenes (omphacite) and grenades (pirop). the most popular set of such features - names is lalita-sahasra-nama, the thousand names of the goddess sri lalita devi. elephants and kookmin bank fc. a 9.5 km long tram line to fordon is currently under construction.",0.0
33,"Do końca lat 70. proporcje obrazu zmieniano jeszcze dwa razy najpierw 2,35:1 a później 2,40:1, a format akademii stracił na znaczeniu jako kinowy i był używany głównie w telewizji.",Since the 1950s the aspect ratio of some theatrically released motion picture films has been 1.85:1 (1.66:1 in Europe) or 2.35:1 (2.40:1 after 1970).,"until the end of the 1970s, the aspect ratio was changed two more times, first 2.35: 1 and then 2.40: 1, and the academy&#39;s format lost its importance as a cinema and was used mainly on television.",0.0
34,Boppard i Oberwesel przeciwstawiały się włączeniu w struktury państwa terytorialnego.,Boppard and Oberwesel resisted of integration into a modern territorial state for a long time.,boppard and oberwesel opposed the incorporation of the territorial state into the structures.,0.0
35,"Badacze są świadomi tego, że etyczny wydźwięk, odpowiednio moderowany entuzjazm w mediach i edukacja na temat systemów BCI będą niezwykle ważne dla społecznej akceptacji tej technologii.","Researchers are well aware that sound ethical guidelines, appropriately moderated enthusiasm in media coverage and education about BCI systems will be of utmost importance for the societal acceptance of this technology.","researchers are aware that ethical overtones, properly moderated media enthusiasm and education about bci systems will be extremely important for the social acceptance of this technology.",0.329
36,"Odkrył ją Philippe Loys de Chéseaux w 1745 roku.Messier 40 (w skrócie M40, również Winnecke 4, WNC4) – układ dwóch gwiazd, znajdujący się w gwiazdozbiorze Wielkiej Niedźwiedzicy.",It was discovered by Philippe Loys de Chéseaux in 1745 and included in Charles Messier's list in 1764.Winnecke 4 (also known as Messier 40 or WNC 4) is a double star in the constellation Ursa Major.,"it was discovered by philippe loys de chéseaux in 1745. messier 40 (abbreviated as m40, also winnecke 4, wnc4) - a two-star system located in the constellation ursa major.",0.379
37,"Ostatecznie wybrano cztery filtry średniopasmowe ustawione na długości fal: 300 nm (bliskie ultrafioletowi), 450 nm (błękit), 606 nm (czerwień), 814 nm (bliskie podczerwieni).","In the end, four broadband filters were chosen, centred at wavelengths of 300 nm (near-ultraviolet), 450 nm (blue light), 606 nm (red light) and 814 nm (near-infrared).","finally, four mid-band filters set at wavelengths: 300 nm (near ultraviolet), 450 nm (blue), 606 nm (red), 814 nm (near infrared) were selected.",0.0
38,"""===Tekst angielski===:""Samoa, arise and raise your flag, your crown!","""English translation::""Samoa, arise and raise your flag, your crown!","""===tekst angielski===:""samoa, arise and raise your flag, your crown!",0.726
39,FC Nürnberg (1998-99) i VfB Stuttgart (1999–2000).,"FC Nürnberg (1998–99), and VfB Stuttgart (1999–2000).",fc nürnberg (1998-99) and vfb stuttgart (1999-2000).,0.0
40,"1 maja obchodzony był po raz pierwszy w 48 lat, a około pół miliona osób zebrało się w Lizbonie aby usłyszeć przemówienia komunistycznego przywódcy Álvaro Cunhal i socjalisty Mário Soares.","May Day was commemorated for the first time in 48 years, and an estimated half million people gathered in the FNAT Stadium (now May 1 Stadium) in Lisbon to hear speeches by Cunhal and the socialist Mário Soares.","may 1 was celebrated for the first time in 48 years, and about half a million people gathered in lisbon to hear the speeches of communist leader álvaro cunhal and socialist mário soares.",0.372
41,Po otrzymaniu certyfikatów jednocześnie od FAA i JAA pierwszy -300 został dostarczony do Cathay Pacific 21 maja 1998 roku.,"After being certified simultaneously by the FAA and JAA, the first -300 was delivered to Cathay Pacific on May 21, 1998.","after receiving certificates simultaneously from the faa and jaa, the first -300 was delivered to cathay pacific on may 21, 1998.",0.765
42,W 1797 rozpoczął studia na uniwersytecie w Getyndze.,He entered the University of Göttingen in 1797.,in 1797 he enrolled at the university of göttingen.,0.377
43,"Znaczenie tego oświadczenia było zazwyczaj jasne w kontekście: uważał, że kwarki są ukryte, ale również implikował, że oddziaływania silne przypuszczalnie nie będą się dały w pełni opisać kwantową teorią pola.","The meaning of this statement was usually clear in context: He meant quarks are confined, but he also was implying that the strong interactions could probably not be fully described by quantum field theory.","the meaning of this statement was usually clear in context: he believed that quarks were hidden, but also implied that strong interactions were not likely to be fully described by quantum field theory.",0.503
44,Odegrali dużą rolę w XVI i XVII wieku.,Magnates in the 16th and 17th century.,they played a big role in the 16th and 17th centuries.,0.347
45,Liczba mieszkańców w 2000 roku wynosiła 1 344.Liczba mieszkańców w 2000 roku wynosiła 8 202.FC Lokomotíva Košice – słowacki klub piłkarski z siedzibą w Koszycach.,"The median age in the city was 36.2 years.The median age in the city was 34.6 years.FC Lokomotíva Košice is a Slovak football club, playing in the town of Košice.","the number of inhabitants in 2000 was 1,344. the number of inhabitants in 2000 was 8,202. fc lokomotíva košice - a slovak football club based in košice.",0.116
46,"=== Olympique Lyon ===Po udanym okresie w Rennes, w czerwcu 2006 roku Källström przeszedł do Lyonu, z którym to klubem zdobył w kolejnych latach szereg trofeów.","===Olympique Lyonnais===After a successful spell at Rennes, Källström signed for Lyon in June 2006, and went on to win a number of honours with the southern club.","=== olympique lyon === after a successful period in rennes, källström moved to lyon in june 2006, with which he won several trophies in the following years.",0.13
47,Na miejscu pojawiły się pierwsze siły policji i Securitate.,"Subsequently, police and ""Securitate"" forces showed up at the scene.",the first forces of the police and the securitate appeared on the scene.,0.0
48,"""Annals and Magazine of Natural History"", August.","""Annals and Magazine of Natural History"", August.","""annals and magazine of natural history"", august.",1.0
49,"* ""Philosophie der Logik und Arithmetik"", Monachium, 1931.","*""Philosophie der Logik und Arithmetik"", Munich, 1931.","* &quot;philosophy of logic and arithmetic&quot;, monachium, 1931.",0.0
50,"przez KDE, exim, PHP i tin.Post Office Protocol version 3 (POP3) to protokół internetowy z warstwy aplikacji pozwalający na odbiór poczty elektronicznej ze zdalnego serwera do lokalnego komputera poprzez połączenie TCP/IP.",";Minimal matching (a.k.a.In computing, the Post Office Protocol (POP) is an application-layer Internet standard protocol used by local e-mail clients to retrieve e-mail from a remote server over a TCP/IP connection.","via kde, exim, php and tin. post office protocol version 3 (pop3) is an application layer internet protocol that allows you to receive email from a remote server to a local computer over a tcp / ip connection.",0.161
51,"Zostało wydrukowanych zaledwie 50 kopii, a zbiór nie zwrócił prawie żadnej uwagi.","Only 50 copies were printed, and the book received virtually no attention.",only 50 copies were printed and the collection attracted almost no attention.,0.571
52,Olusegun Obasanjo został przywódcą państwa cierpiącego za sprawą kryzysu gospodarczego i rozkładu instytucji demokratycznych.,Olusegun Obasanjo inherited a country suffering economic stagnation and the deterioration of most democratic institutions.,olusegun obasanjo became the leader of a country suffering from the economic crisis and the deterioration of democratic institutions.,0.227
53,""" zawiera też cover utworu Sex Pistols, ""Anarchy in the U.K."", z alternatywnym tekstem Mustaine'a (który później przyznał się, że usłyszał go źle).","The album featured a cover version of the Sex Pistols' ""Anarchy in the U.K.""; Mustaine altered the lyrics, later stating he had simply heard them incorrectly.","&quot;also includes a cover of sex pistols,&quot; anarchy in the uk &quot;, with mustaine&#39;s alternate lyrics (who later admitted hearing it wrong).",0.122
54,"Od czasu kiedy zamieszkał w górach, wyszkolił jednego ucznia i z powodu swego starego wieku zaczął używać dwóch mieczy.","Since his time on the mountain, he has taught one student and started using two swords due to old age.","from the time he settled in the mountains, he trained one student and, because of his old age, began to use two swords.",0.0
55,"# 7 stycznia (1/7) – 人日 (""Jinjitsu"" – ""Dzień Ludzi"") lub 七草の節句 (""Nanakusa no sekku"" – ""Uczta siedmiu ziół"")# 3 marca (3/3) – 上巳 (""Jōshi"", ""Jōmi""), 桃の節句 (""Momo no sekku"" – ""Święto Brzoskwiń"") lub 雛祭り (""Hina matsuri""), Dzień Dziewcząt.","# 7th day of the 1st Month: 人日 (""Jinjitsu""), 七草の節句 (""Nanakusa no sekku"") held on 7 January # 3rd day of the 3rd Month: 上巳 (""Jōshi""), 桃の節句 (""Momo no sekku"") held on 3 March in many areas, but in some area on 3 April#: 雛祭り (""Hina matsuri""), Girls' Day.","# 7 january (1/7) - 人日 (&quot;jinjitsu&quot; - &quot;people&#39;s day&quot;) or 七 草 の 節 句 (&quot;nanakusa no secku&quot; - &quot;feast of the seven herbs&quot;) # march 3 (3/3) - 上 巳 (&quot; jōshi &quot;,&quot; jōmi &quot;), 桃 の 節 句 (&quot; momo no secku &quot;-&quot; peach festival &quot;) or 雛 祭 り (&quot; hina matsuri &quot;), girls&#39; day.",0.0
56,"Dwa dni później zespół wystąpił podczas koncertu otwartego, transmitowanego na żywo, przed siedzibą BBC Television Centre.",This was followed two days later by a 45-minute performance that was broadcast live from outside BBC Television Centre.,"two days later, the band performed at an open concert, broadcast live, in front of the bbc television center.",0.0
57,"1564)* 11 lipca – Giuseppe Arcimboldo, włoski malarz okresu manieryzmu (ur.1544)* 2 lutego – Giovanni da Palestrina, kompozytor włoski (ur.","1541)* July 11 – Giuseppe Arcimboldo, Italian painter (b.1540)* February 2 – Giovanni Pierluigi da Palestrina, Italian composer (b.","1564) * july 11 - giuseppe arcimboldo, italian painter of the mannerist period (born 1544) * february 2 - giovanni da palestrina, italian composer (born",0.277
58,"==== Występowanie ====Występuje w północno-wschodniej Brazylii.King’s German Legion (KGL) – niemiecka jednostka wojskowa na żołdzie brytyjskim istniejąca w latach 1803-1816.10 maja 1973 w Toowoomba, Queensland) – australijski tenisista, specjalista gry podwójnej.Tuamasaga – największy dystrykt Samoa położony na wyspie Upolu.Początkowo album został wydany tylko w Japonii.Systematyczne badania archeologiczne w Geremi prowadzili A. Mamulashvili oraz P. Zak’araia w latach 1939-1949 i 1963-1967.W styczniu 2011 roku został ponownie wypożyczony na pół roku do Doncaster Rovers.Bent karierę piłkarską rozpoczął w roku 2001 w Ipswich Town.","It is endemic to the Caatinga region in north-eastern Brazil.The King's German Legion (KGL) was a British Army unit of expatriate German personnel, 1803–16.He was born in Toowoomba, Queensland and now lives in Noosa, Queensland.The geographic area of Tuamasaga covers the central part of Upolu island.It was released in 1976 in Japan.Systematic archaeological studies of the area guided by A. Mamulashvili and P. Zak’araia were carried out in 1939-1949 and 1963-1967, respectively.Kilgallon then joined Doncaster Rovers on loan for the rest of the season on 12 January 2011.Bent started his career with Ipswich Town.","==== occurrence ==== occurs in northeastern brazil. king&#39;s german legion (kgl) - a german military unit in the british pay, existing between 1803-1816, may 10, 1973 in toowoomba, queensland) - australian tennis player, specialist in doubles. tuamasaga - the largest district of samoa located on the island of upolu. initially, the album was released only in japan. systematic archaeological research in geremi was conducted by a. mamulashvili and p. zak&#39;araia in 1939-1949 and 1963-1967. in january 2011 it was loaned again for six months to doncaster rovers.bent began his football career in 2001 in ipswich town.",0.119
59,"== Lotnisko ==Lotnisko w Cranfield powstało jako baza Royal Air Force, następnie było wykorzystywane przez ""College of Aeronautics"".","==Airport==Cranfield's airfield was originally an RAF training airfield, and was used after the war by the College of Aeronautics.","== airport == cranfield airport was established as a base for the royal air force, then was used by the &quot;college of aeronautics&quot;.",0.0
60,Na przykład Cp będzie wynosiło całkowicie (15/2)R/mol dla tlenku azotu.,As example Cp would be a total of (15/2)R/mole for nitrous oxide.,"for example, cp will be entirely (15/2) r / mol for nitric oxide.",0.0
61,"Kilka lat później de Vallier został zrehabilitowany przez wielkiego mistrza Jeana de la Valette'a.Składa się z 220 członków: 130 z nich wyłanianych jest według systemu proporcjonalnego, pozostałe 90 mandatów wybierane są w okręgach wyborczych.Po zakończeniu studiów reprezentował Middlesex County Cricket Club, gdzie grał na pozycji wicket-keeper.","De Vallier was later rehabilitated by Grand Master Jean Parisot de Valette.The National Assembly is a unicameral body, with 220 members: 130 members elected by proportional representation and 90 members elected by provincial districts.After going down from university he represented Middlesex, where he was a noted wicket-keeper.","a few years later, de vallier was rehabilitated by grand master jean de la valette. 220 members: 130 of them are elected according to the proportional system, the remaining 90 seats are elected by constituencies. after graduation, he represented the middlesex county cricket club, where he was a wicket-keeper.",0.195
62,"Średnia wielkość gospodarstwa domowego wynosi 2,98 osoby, natomiast rodziny 3,37 osoby.",The average household size was 2.98 and the average family size was 3.37.,the average household size was 2.98 and the average family size was 3.37.,1.0
63,Rocha e Silva był jednym z najwybitniejszych naukowców we współczesnej historii Brazylii.,Rocha e Silva was one of the greatest scientific and academic leaders of recent history in Brazil.,rocha e silva was one of the most prominent scientists in the modern history of brazil.,0.39
